County,Candidate,Candidate_Party,Election_day_votes,Early_voting,Absentee_by_mail,Provisional_votes,Total_votes,Election_Year
SURRY,Write-In (Miscellaneous),NA,2,4,0,0,6,2016
SURRY,Write-In (Miscellaneous),NA,3,5,0,0,8,2016
SURRY,Write-In (Miscellaneous),NA,3,10,0,0,13,2016
SURRY,Write-In (Miscellaneous),NA,4,4,0,0,8,2016
SURRY,Write-In (Miscellaneous),NA,0,0,7,0,7,2016
SURRY,Write-In (Miscellaneous),NA,4,3,0,0,7,2016
SURRY,Write-In (Miscellaneous),NA,1,5,0,0,6,2016
SURRY,Write-In (Miscellaneous),NA,5,5,0,0,10,2016
SCOTLAND,Donald J. Trump,REP,73,0,0,0,73,2016
SCOTLAND,Donald J. Trump,REP,461,0,0,0,461,2016
SCOTLAND,Donald J. Trump,REP,297,0,0,0,297,2016
SCOTLAND,Donald J. Trump,REP,0,0,0,0,0,2016
SCOTLAND,Donald J. Trump,REP,338,0,0,0,338,2016
SCOTLAND,Donald J. Trump,REP,0,0,0,34,34,2016
SCOTLAND,Donald J. Trump,REP,74,0,0,0,74,2016
SCOTLAND,Donald J. Trump,REP,217,0,0,0,217,2016
SCOTLAND,Donald J. Trump,REP,340,0,0,0,340,2016
SCOTLAND,Donald J. Trump,REP,0,0,158,0,158,2016
SCOTLAND,Donald J. Trump,REP,330,0,0,0,330,2016
SCOTLAND,Donald J. Trump,REP,88,0,0,0,88,2016
SCOTLAND,Donald J. Trump,REP,317,0,0,0,317,2016
SCOTLAND,Donald J. Trump,REP,0,3529,0,0,3529,2016
SCOTLAND,Gary Johnson,LIB,0,0,0,0,0,2016
SCOTLAND,Gary Johnson,LIB,0,0,0,1,1,2016
SCOTLAND,Gary Johnson,LIB,3,0,0,0,3,2016
SCOTLAND,Gary Johnson,LIB,11,0,0,0,11,2016
SCOTLAND,Gary Johnson,LIB,5,0,0,0,5,2016
SCOTLAND,Gary Johnson,LIB,16,0,0,0,16,2016
SCOTLAND,Gary Johnson,LIB,12,0,0,0,12,2016
SCOTLAND,Gary Johnson,LIB,34,0,0,0,34,2016
SCOTLAND,Gary Johnson,LIB,4,0,0,0,4,2016
SCOTLAND,Gary Johnson,LIB,0,130,0,0,130,2016
SCOTLAND,Gary Johnson,LIB,0,0,7,0,7,2016
SCOTLAND,Gary Johnson,LIB,13,0,0,0,13,2016
SCOTLAND,Gary Johnson,LIB,2,0,0,0,2,2016
SCOTLAND,Gary Johnson,LIB,16,0,0,0,16,2016
SCOTLAND,Hillary Clinton,DEM,279,0,0,0,279,2016
SCOTLAND,Hillary Clinton,DEM,0,4761,0,0,4761,2016
SCOTLAND,Hillary Clinton,DEM,0,0,132,0,132,2016
SCOTLAND,Hillary Clinton,DEM,256,0,0,0,256,2016
SCOTLAND,Hillary Clinton,DEM,87,0,0,0,87,2016
SCOTLAND,Hillary Clinton,DEM,174,0,0,0,174,2016
SCOTLAND,Hillary Clinton,DEM,98,0,0,0,98,2016
SCOTLAND,Hillary Clinton,DEM,109,0,0,0,109,2016
SCOTLAND,Hillary Clinton,DEM,292,0,0,0,292,2016
SCOTLAND,Hillary Clinton,DEM,424,0,0,0,424,2016
SCOTLAND,Hillary Clinton,DEM,274,0,0,0,274,2016
SCOTLAND,Hillary Clinton,DEM,0,0,0,0,0,2016
SCOTLAND,Hillary Clinton,DEM,0,0,0,36,36,2016
SCOTLAND,Hillary Clinton,DEM,397,0,0,0,397,2016
SCOTLAND,Jill Stein (Write-In),NA,3,0,0,0,3,2016
SCOTLAND,Jill Stein (Write-In),NA,3,0,0,0,3,2016
SCOTLAND,Jill Stein (Write-In),NA,1,0,0,0,1,2016
SCOTLAND,Jill Stein (Write-In),NA,0,0,0,0,0,2016
SCOTLAND,Jill Stein (Write-In),NA,2,0,0,0,2,2016
SCOTLAND,Jill Stein (Write-In),NA,0,0,0,0,0,2016
SCOTLAND,Jill Stein (Write-In),NA,0,0,0,0,0,2016
SCOTLAND,Jill Stein (Write-In),NA,1,0,0,0,1,2016
SCOTLAND,Jill Stein (Write-In),NA,0,0,0,0,0,2016
SCOTLAND,Jill Stein (Write-In),NA,0,11,0,0,11,2016
SCOTLAND,Jill Stein (Write-In),NA,1,0,0,0,1,2016
SCOTLAND,Jill Stein (Write-In),NA,2,0,0,0,2,2016
SCOTLAND,Jill Stein (Write-In),NA,1,0,0,0,1,2016
SCOTLAND,Jill Stein (Write-In),NA,0,0,1,0,1,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,38,0,0,38,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,0,2,0,2,2016
SCOTLAND,Write-In (Miscellaneous),NA,2,0,0,0,2,2016
SCOTLAND,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
SCOTLAND,Write-In (Miscellaneous),NA,2,0,0,0,2,2016
SCOTLAND,Write-In (Miscellaneous),NA,3,0,0,0,3,2016
SCOTLAND,Write-In (Miscellaneous),NA,3,0,0,0,3,2016
SCOTLAND,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
SCOTLAND,Write-In (Miscellaneous),NA,6,0,0,0,6,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
SCOTLAND,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
SCOTLAND,Write-In (Miscellaneous),NA,3,0,0,0,3,2016
VANCE,Donald J. Trump,REP,56,59,5,0,120,2016
VANCE,Donald J. Trump,REP,41,104,5,0,150,2016
VANCE,Donald J. Trump,REP,28,70,3,0,101,2016
VANCE,Donald J. Trump,REP,252,477,22,2,753,2016
VANCE,Donald J. Trump,REP,17,50,0,0,67,2016
VANCE,Donald J. Trump,REP,307,832,34,1,1174,2016
VANCE,Donald J. Trump,REP,76,148,3,0,227,2016
VANCE,Donald J. Trump,REP,97,185,3,4,289,2016
VANCE,Donald J. Trump,REP,300,719,18,0,1037,2016
VANCE,Donald J. Trump,REP,302,812,22,2,1138,2016
VANCE,Donald J. Trump,REP,263,611,27,0,901,2016
VANCE,Donald J. Trump,REP,497,838,39,1,1375,2016
VANCE,Gary Johnson,LIB,4,10,0,0,14,2016
VANCE,Gary Johnson,LIB,6,3,0,0,9,2016
VANCE,Gary Johnson,LIB,4,8,2,0,14,2016
VANCE,Gary Johnson,LIB,13,16,0,0,29,2016
VANCE,Gary Johnson,LIB,7,13,1,0,21,2016
VANCE,Gary Johnson,LIB,20,41,5,0,66,2016
VANCE,Gary Johnson,LIB,18,24,1,0,43,2016
VANCE,Gary Johnson,LIB,4,5,0,0,9,2016
VANCE,Gary Johnson,LIB,24,26,0,0,50,2016
VANCE,Gary Johnson,LIB,12,14,1,0,27,2016
VANCE,Gary Johnson,LIB,4,4,1,0,9,2016
VANCE,Gary Johnson,LIB,0,3,0,0,3,2016
VANCE,Hillary Clinton,DEM,168,469,10,1,648,2016
VANCE,Hillary Clinton,DEM,349,1073,40,1,1463,2016
VANCE,Hillary Clinton,DEM,270,713,14,3,1000,2016
VANCE,Hillary Clinton,DEM,146,595,26,1,768,2016
VANCE,Hillary Clinton,DEM,526,896,15,3,1440,2016
VANCE,Hillary Clinton,DEM,342,1090,14,3,1449,2016
VANCE,Hillary Clinton,DEM,123,237,5,1,366,2016
VANCE,Hillary Clinton,DEM,388,743,12,4,1147,2016
VANCE,Hillary Clinton,DEM,327,902,13,7,1249,2016
VANCE,Hillary Clinton,DEM,330,880,16,0,1226,2016
VANCE,Hillary Clinton,DEM,299,820,14,2,1135,2016
VANCE,Hillary Clinton,DEM,103,230,3,2,338,2016
VANCE,Jill Stein (Write-In),NA,9,0,0,0,9,2016
VANCE,Jill Stein (Write-In),NA,0,2,0,0,2,2016
VANCE,Jill Stein (Write-In),NA,2,0,0,0,2,2016
VANCE,Jill Stein (Write-In),NA,0,0,0,0,0,2016
VANCE,Jill Stein (Write-In),NA,0,0,0,0,0,2016
VANCE,Jill Stein (Write-In),NA,0,2,0,0,2,2016
VANCE,Jill Stein (Write-In),NA,0,0,0,0,0,2016
VANCE,Jill Stein (Write-In),NA,0,0,0,0,0,2016
VANCE,Jill Stein (Write-In),NA,0,3,0,0,3,2016
VANCE,Jill Stein (Write-In),NA,1,0,0,0,1,2016
VANCE,Jill Stein (Write-In),NA,0,6,0,0,6,2016
VANCE,Jill Stein (Write-In),NA,0,0,0,0,0,2016
VANCE,Write-In (Miscellaneous),NA,0,19,0,0,19,2016
VANCE,Write-In (Miscellaneous),NA,7,5,3,0,15,2016
VANCE,Write-In (Miscellaneous),NA,7,5,0,0,12,2016
VANCE,Write-In (Miscellaneous),NA,5,6,1,0,12,2016
VANCE,Write-In (Miscellaneous),NA,0,6,2,0,8,2016
VANCE,Write-In (Miscellaneous),NA,4,3,0,0,7,2016
VANCE,Write-In (Miscellaneous),NA,3,1,0,0,4,2016
VANCE,Write-In (Miscellaneous),NA,5,0,1,0,6,2016
VANCE,Write-In (Miscellaneous),NA,0,4,0,0,4,2016
VANCE,Write-In (Miscellaneous),NA,1,3,0,0,4,2016
VANCE,Write-In (Miscellaneous),NA,2,4,0,0,6,2016
VANCE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Donald J. Trump,REP,34,0,0,0,34,2016
TYRRELL,Donald J. Trump,REP,14,0,0,0,14,2016
TYRRELL,Donald J. Trump,REP,10,0,0,0,10,2016
TYRRELL,Donald J. Trump,REP,0,0,0,0,0,2016
TYRRELL,Donald J. Trump,REP,59,0,0,0,59,2016
TYRRELL,Donald J. Trump,REP,74,0,0,0,74,2016
TYRRELL,Donald J. Trump,REP,0,0,0,5,5,2016
TYRRELL,Donald J. Trump,REP,0,0,16,0,16,2016
TYRRELL,Donald J. Trump,REP,199,0,0,0,199,2016
TYRRELL,Donald J. Trump,REP,0,564,0,0,564,2016
TYRRELL,Gary Johnson,LIB,1,0,0,0,1,2016
TYRRELL,Gary Johnson,LIB,0,0,0,0,0,2016
TYRRELL,Gary Johnson,LIB,0,0,0,1,1,2016
TYRRELL,Gary Johnson,LIB,7,0,0,0,7,2016
TYRRELL,Gary Johnson,LIB,0,0,0,0,0,2016
TYRRELL,Gary Johnson,LIB,1,0,0,0,1,2016
TYRRELL,Gary Johnson,LIB,0,0,0,0,0,2016
TYRRELL,Gary Johnson,LIB,3,0,0,0,3,2016
TYRRELL,Gary Johnson,LIB,0,15,0,0,15,2016
TYRRELL,Gary Johnson,LIB,0,0,0,0,0,2016
TYRRELL,Hillary Clinton,DEM,0,325,0,0,325,2016
TYRRELL,Hillary Clinton,DEM,35,0,0,0,35,2016
TYRRELL,Hillary Clinton,DEM,75,0,0,0,75,2016
TYRRELL,Hillary Clinton,DEM,1,0,0,0,1,2016
TYRRELL,Hillary Clinton,DEM,100,0,0,0,100,2016
TYRRELL,Hillary Clinton,DEM,0,0,13,0,13,2016
TYRRELL,Hillary Clinton,DEM,3,0,0,0,3,2016
TYRRELL,Hillary Clinton,DEM,0,0,0,13,13,2016
TYRRELL,Hillary Clinton,DEM,0,0,0,0,0,2016
TYRRELL,Hillary Clinton,DEM,155,0,0,0,155,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,1,0,0,0,1,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,0,0,0,0,2016
TYRRELL,Jill Stein (Write-In),NA,0,2,0,0,2,2016
TYRRELL,Jill Stein (Write-In),NA,2,0,0,0,2,2016
TYRRELL,Write-In (Miscellaneous),NA,0,8,0,0,8,2016
TYRRELL,Write-In (Miscellaneous),NA,2,0,0,0,2,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
TYRRELL,Write-In (Miscellaneous),NA,1,0,0,0,1,2016
WAKE,Write-In (Miscellaneous),NA,19,0,0,0,19,2016
WAKE,Write-In (Miscellaneous),NA,0,53,0,0,53,2016
WAKE,Write-In (Miscellaneous),NA,0,37,0,0,37,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,18,0,0,0,18,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,36,0,0,0,36,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,12,0,0,0,12,2016
WAKE,Write-In (Miscellaneous),NA,1,0,0,0,1,2016
WAKE,Write-In (Miscellaneous),NA,26,0,0,0,26,2016
WAKE,Write-In (Miscellaneous),NA,24,0,0,0,24,2016
WAKE,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,3,0,0,0,3,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,23,0,0,0,23,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,8,0,0,0,8,2016
WAKE,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
WAKE,Write-In (Miscellaneous),NA,3,0,0,0,3,2016
WAKE,Write-In (Miscellaneous),NA,27,0,0,0,27,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,0,22,0,0,22,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,1,1,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,120,0,0,120,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,39,0,0,0,39,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,12,0,0,0,12,2016
WAKE,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,13,0,0,0,13,2016
WAKE,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
WAKE,Write-In (Miscellaneous),NA,22,0,0,0,22,2016
WAKE,Write-In (Miscellaneous),NA,5,0,0,0,5,2016
WAKE,Write-In (Miscellaneous),NA,0,37,0,0,37,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,0,17,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,0,94,0,0,94,2016
WAKE,Write-In (Miscellaneous),NA,0,9,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,102,0,0,102,2016
WAKE,Write-In (Miscellaneous),NA,24,0,0,0,24,2016
WAKE,Write-In (Miscellaneous),NA,15,0,0,0,15,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,18,0,0,0,18,2016
WAKE,Write-In (Miscellaneous),NA,29,0,0,0,29,2016
WAKE,Write-In (Miscellaneous),NA,32,0,0,0,32,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,37,0,0,0,37,2016
WAKE,Write-In (Miscellaneous),NA,66,0,0,0,66,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,10,0,0,0,10,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,30,0,0,0,30,2016
WAKE,Write-In (Miscellaneous),NA,22,0,0,0,22,2016
WAKE,Write-In (Miscellaneous),NA,28,0,0,0,28,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,113,0,0,113,2016
WAKE,Write-In (Miscellaneous),NA,72,0,0,0,72,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,32,0,0,32,2016
WAKE,Write-In (Miscellaneous),NA,0,77,0,0,77,2016
WAKE,Write-In (Miscellaneous),NA,0,18,0,0,18,2016
WAKE,Write-In (Miscellaneous),NA,0,110,0,0,110,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,170,0,0,170,2016
WAKE,Write-In (Miscellaneous),NA,12,0,0,0,12,2016
WAKE,Write-In (Miscellaneous),NA,46,0,0,0,46,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,26,0,0,0,26,2016
WAKE,Write-In (Miscellaneous),NA,24,0,0,0,24,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,1,0,0,0,1,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,19,0,0,0,19,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,38,0,0,0,38,2016
WAKE,Write-In (Miscellaneous),NA,27,0,0,0,27,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,0,106,0,0,106,2016
WAKE,Write-In (Miscellaneous),NA,0,35,0,0,35,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,221,0,0,221,2016
WAKE,Write-In (Miscellaneous),NA,0,2,0,0,2,2016
WAKE,Write-In (Miscellaneous),NA,12,0,0,0,12,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,12,0,0,0,12,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,0,0,98,0,98,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,24,0,0,0,24,2016
WAKE,Write-In (Miscellaneous),NA,13,0,0,0,13,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,45,0,0,0,45,2016
WAKE,Write-In (Miscellaneous),NA,30,0,0,0,30,2016
WAKE,Write-In (Miscellaneous),NA,36,0,0,0,36,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,24,0,0,0,24,2016
WAKE,Write-In (Miscellaneous),NA,8,0,0,0,8,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,28,0,0,0,28,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,11,0,0,0,11,2016
WAKE,Write-In (Miscellaneous),NA,23,0,0,0,23,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,9,0,0,0,9,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,13,0,0,0,13,2016
WAKE,Write-In (Miscellaneous),NA,8,0,0,0,8,2016
WAKE,Write-In (Miscellaneous),NA,21,0,0,0,21,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,79,0,0,79,2016
WAKE,Write-In (Miscellaneous),NA,0,7,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,99,0,0,99,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,51,0,0,51,2016
WAKE,Write-In (Miscellaneous),NA,0,162,0,0,162,2016
WAKE,Write-In (Miscellaneous),NA,0,292,0,0,292,2016
WAKE,Write-In (Miscellaneous),NA,27,0,0,0,27,2016
WAKE,Write-In (Miscellaneous),NA,25,0,0,0,25,2016
WAKE,Write-In (Miscellaneous),NA,27,0,0,0,27,2016
WAKE,Write-In (Miscellaneous),NA,64,0,0,0,64,2016
WAKE,Write-In (Miscellaneous),NA,33,0,0,0,33,2016
WAKE,Write-In (Miscellaneous),NA,15,0,0,0,15,2016
WAKE,Write-In (Miscellaneous),NA,0,37,0,0,37,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
WAKE,Write-In (Miscellaneous),NA,4,0,0,0,4,2016
WAKE,Write-In (Miscellaneous),NA,50,0,0,0,50,2016
WAKE,Write-In (Miscellaneous),NA,26,0,0,0,26,2016
WAKE,Write-In (Miscellaneous),NA,5,0,0,0,5,2016
WAKE,Write-In (Miscellaneous),NA,17,0,0,0,17,2016
WAKE,Write-In (Miscellaneous),NA,22,0,0,0,22,2016
WAKE,Write-In (Miscellaneous),NA,16,0,0,0,16,2016
WAKE,Write-In (Miscellaneous),NA,0,22,0,0,22,2016
WAKE,Write-In (Miscellaneous),NA,0,53,0,0,53,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,1,0,0,1,2016
WAKE,Write-In (Miscellaneous),NA,0,0,0,0,0,2016
WAKE,Write-In (Miscellaneous),NA,0,159,0,0,159,2016
WAKE,Write-In (Miscellaneous),NA,7,0,0,0,7,2016
WAKE,Write-In (Miscellaneous),NA,26,0,0,0,26,2016
WAKE,Write-In (Miscellaneous),NA,18,0,0,0,18,2016
WAKE,Write-In (Miscellaneous),NA,19,0,0,0,19,2016
WAKE,Write-In (Miscellaneous),NA,23,0,0,0,23,2016
WAKE,Write-In (Miscellaneous),NA,20,0,0,0,20,2016
WAKE,Write-In (Miscellaneous),NA,6,0,0,0,6,2016
WAKE,Write-In (Miscellaneous),NA,0,0,439,0,439,2016
WAKE,Write-In (Miscellaneous),NA,0,136,0,0,136,2016
WAKE,Write-In (Miscellaneous),NA,0,215,0,0,215,2016
WAKE,Write-In (Miscellaneous),NA,0,1,0,0,1,2016
WAKE,Write-In (Miscellaneous),NA,14,0,0,0,14,2016
STOKES,Donald J. Trump,REP,0,2030,0,0,2030,2016
STOKES,Donald J. Trump,REP,545,0,0,0,545,2016
STOKES,Donald J. Trump,REP,571,0,0,0,571,2016
STOKES,Donald J. Trump,REP,276,0,0,0,276,2016
STOKES,Donald J. Trump,REP,0,0,568,0,568,2016
STOKES,Donald J. Trump,REP,481,0,0,0,481,2016
STOKES,Donald J. Trump,REP,83,0,0,0,83,2016
STOKES,Donald J. Trump,REP,273,0,0,0,273,2016
STOKES,Donald J. Trump,REP,559,0,0,0,559,2016
STOKES,Donald J. Trump,REP,381,0,0,0,381,2016
STOKES,Donald J. Trump,REP,0,1572,0,0,1572,2016
STOKES,Donald J. Trump,REP,528,0,0,0,528,2016
STOKES,Donald J. Trump,REP,558,0,0,0,558,2016
STOKES,Donald J. Trump,REP,572,0,0,0,572,2016
STOKES,Donald J. Trump,REP,0,4764,0,0,4764,2016
STOKES,Donald J. Trump,REP,658,0,0,0,658,2016
STOKES,Donald J. Trump,REP,291,0,0,0,291,2016
STOKES,Donald J. Trump,REP,438,0,0,0,438,2016
STOKES,Donald J. Trump,REP,221,0,0,0,221,2016
STOKES,Donald J. Trump,REP,308,0,0,0,308,2016
STOKES,Donald J. Trump,REP,500,0,0,0,500,2016
STOKES,Donald J. Trump,REP,0,0,0,101,101,2016
STOKES,Donald J. Trump,REP,231,0,0,0,231,2016
STOKES,Donald J. Trump,REP,413,0,0,0,413,2016
STOKES,Donald J. Trump,REP,194,0,0,0,194,2016
STOKES,Gary Johnson,LIB,5,0,0,0,5,2016
STOKES,Gary Johnson,LIB,7,0,0,0,7,2016
STOKES,Gary Johnson,LIB,0,42,0,0,42,2016
STOKES,Gary Johnson,LIB,13,0,0,0,13,2016
STOKES,Gary Johnson,LIB,12,0,0,0,12,2016
STOKES,Gary Johnson,LIB,18,0,0,0,18,2016
STOKES,Gary Johnson,LIB,16,0,0,0,16,2016
STOKES,Gary Johnson,LIB,24,0,0,0,24,2016
STOKES,Gary Johnson,LIB,19,0,0,0,19,2016
STOKES,Gary Johnson,LIB,3,0,0,0,3,2016
STOKES,Gary Johnson,LIB,17,0,0,0,17,2016
STOKES,Gary Johnson,LIB,7,0,0,0,7,2016
STOKES,Gary Johnson,LIB,0,61,0,0,61,2016
STOKES,Gary Johnson,LIB,0,0,25,0,25,2016
STOKES,Gary Johnson,LIB,11,0,0,0,11,2016
STOKES,Gary Johnson,LIB,10,0,0,0,10,2016
STOKES,Gary Johnson,LIB,11,0,0,0,11,2016
STOKES,Gary Johnson,LIB,19,0,0,0,19,2016
STOKES,Gary Johnson,LIB,4,0,0,0,4,2016
STOKES,Gary Johnson,LIB,9,0,0,0,9,2016
STOKES,Gary Johnson,LIB,18,0,0,0,18,2016
STOKES,Gary Johnson,LIB,31,0,0,0,31,2016
